season,week,celebrity_name,judge_score,fan_vote_mean,rank_based_rank,pct_based_rank,current_system,current_system_rank,opposing_system,opposing_system_rank
10,5,Evan Lysacek,27.0,0.1327437728038194,3,2,Percent,2,Rank,3
10,5,Pamela Anderson,21.0,0.1344625254733581,4,5,Percent,5,Rank,4
10,5,Nicole Scherzinger,29.0,0.1432772728415627,1,1,Percent,1,Rank,1
10,5,Erin Andrews,22.0,0.1492454010709225,2,3,Percent,4,Rank,2
10,5,Kate Gosselin,15.0,0.0725034895533316,8,8,Percent,8,Rank,8
10,5,Jake Pavelka,23.0,0.1231318491302557,5,4,Percent,3,Rank,5
10,6,Niecy Nash,25.9998,0.140748106993314,6,6,Percent,6,Rank,6
10,6,Chad Ochocinco,30.9999,0.1479857250133225,3,4,Percent,3,Rank,3
10,6,Evan Lysacek,27.0,0.1426890111320535,5,5,Percent,5,Rank,5
10,6,Pamela Anderson,29.9998,0.156300077861379,3,3,Percent,4,Rank,3
10,6,Nicole Scherzinger,35.9999,0.1604234992766501,1,2,Percent,1,Rank,1
10,6,Erin Andrews,34.0,0.1772393186321724,1,1,Percent,2,Rank,1
10,6,Jake Pavelka,24.9999,0.0746142610911036,7,7,Percent,7,Rank,7
10,7,Niecy Nash,24.5,0.1745833491193795,6,5,Percent,6,Rank,6
10,7,Chad Ochocinco,26.0,0.1780389518162446,4,4,Percent,3,Rank,4
10,7,Evan Lysacek,27.0,0.1759030969773984,2,3,Percent,1,Rank,2
10,7,Pamela Anderson,25.5,0.0883802299590967,5,6,Percent,4,Rank,5
10,7,Nicole Scherzinger,27.0,0.1811815082975558,1,2,Percent,1,Rank,1
10,7,Erin Andrews,25.5,0.2019128638303221,2,1,Percent,4,Rank,2
10,8,Niecy Nash,21.5,0.112273549679688,5,5,Percent,5,Rank,5
10,8,Chad Ochocinco,22.5,0.2113778512746684,4,4,Percent,4,Rank,4
10,8,Evan Lysacek,26.5,0.2082946760542827,3,3,Percent,2,Rank,3
10,8,Nicole Scherzinger,29.5,0.2222323307573441,1,1,Percent,1,Rank,1
10,8,Erin Andrews,26.5,0.2458215922340181,1,2,Percent,2,Rank,1
10,9,Chad Ochocinco,26.0,0.1537323219923038,4,4,Percent,4,Rank,4
10,9,Evan Lysacek,29.5,0.2669208487747942,2,3,Percent,1,Rank,2
10,9,Nicole Scherzinger,29.5,0.2750922746949882,1,2,Percent,1,Rank,1
10,9,Erin Andrews,28.0,0.3042545545379194,2,1,Percent,3,Rank,2
10,10,Evan Lysacek,26.8887,0.3026591885573976,3,3,Percent,3,Rank,3
10,10,Nicole Scherzinger,28.7777,0.3284118265824623,1,2,Percent,1,Rank,1
10,10,Erin Andrews,26.9998,0.3689289848601388,1,1,Percent,2,Rank,1
11,1,David Hasselhoff,15.0,0.0340943970822282,12,12,Percent,10,Rank,12
11,1,Florence Henderson,18.0,0.0792750384169376,9,8,Percent,7,Rank,9
11,1,Kyle Massey,23.0,0.0868299357336905,3,3,Percent,2,Rank,3
11,1,Jennifer Grey,24.0,0.1054888447768873,1,1,Percent,1,Rank,1
11,1,Rick Fox,22.0,0.0893100231491217,3,4,Percent,4,Rank,3
11,1,Kurt Warner,19.0,0.0807641190810581,7,7,Percent,5,Rank,7
11,1,Margaret Cho,15.0,0.0788730954934318,11,11,Percent,10,Rank,11
11,1,Michael Bolton,16.0,0.079412137333261,10,10,Percent,9,Rank,10
11,1,Brandy,23.0,0.1019739029011378,2,2,Percent,2,Rank,2
11,1,The Situation,15.0,0.0886752226489066,8,9,Percent,10,Rank,8
11,1,Audrina Patridge,19.0,0.0837412920689795,6,6,Percent,5,Rank,6
11,1,Bristol Palin,18.0,0.091561991314355,5,5,Percent,7,Rank,5
11,2,Florence Henderson,19.0,0.0854427014057269,9,9,Percent,8,Rank,9
11,2,Kyle Massey,22.0,0.0907116526313599,5,5,Percent,3,Rank,5
11,2,Jennifer Grey,24.0,0.11190585047472,1,1,Percent,1,Rank,1
11,2,Rick Fox,21.0,0.0934035954550717,6,6,Percent,5,Rank,6
11,2,Kurt Warner,21.0,0.0884892581545543,7,7,Percent,5,Rank,7
11,2,Margaret Cho,18.0,0.0835123446739941,10,10,Percent,9,Rank,10
11,2,Michael Bolton,12.0,0.0465747373480192,11,11,Percent,11,Rank,11
11,2,Brandy,21.0,0.1044337876481154,3,4,Percent,5,Rank,3
11,2,The Situation,18.0,0.0960032529465719,7,8,Percent,9,Rank,7
11,2,Audrina Patridge,23.0,0.0957869962434791,3,3,Percent,2,Rank,3
11,2,Bristol Palin,22.0,0.103735823018385,2,2,Percent,3,Rank,2
11,3,Florence Henderson,20.0,0.096546147724366,9,9,Percent,7,Rank,9
11,3,Kyle Massey,23.0,0.0985557564196397,6,5,Percent,5,Rank,6
11,3,Jennifer Grey,24.0,0.1172535649255868,1,1,Percent,2,Rank,1
11,3,Rick Fox,24.0,0.1046744859555517,4,4,Percent,2,Rank,4
11,3,Kurt Warner,23.0,0.0984807091876826,8,6,Percent,5,Rank,8
11,3,Margaret Cho,18.0,0.0465701606064774,10,10,Percent,10,Rank,10
11,3,Brandy,24.0,0.1158820773302559,2,3,Percent,2,Rank,2
11,3,The Situation,20.0,0.1072104122493887,5,7,Percent,7,Rank,5
11,3,Audrina Patridge,26.0,0.1068463558028403,3,2,Percent,1,Rank,3
11,3,Bristol Palin,19.0,0.1079803297982099,6,8,Percent,9,Rank,6
11,4,Florence Henderson,17.5,0.1049069265590424,7,7,Percent,6,Rank,7
11,4,Kyle Massey,20.0,0.1070775905794025,4,5,Percent,4,Rank,4
11,4,Jennifer Grey,28.0,0.1452802996395559,1,1,Percent,1,Rank,1
11,4,Rick Fox,19.5,0.111775327568972,4,4,Percent,5,Rank,4
11,4,Kurt Warner,17.0,0.1053279671970158,7,8,Percent,7,Rank,7
11,4,Brandy,24.0,0.1337585544720818,2,2,Percent,2,Rank,2
11,4,The Situation,14.0,0.0572014242583965,9,9,Percent,9,Rank,9
11,4,Audrina Patridge,23.0,0.1161813979009483,3,3,Percent,3,Rank,3
11,4,Bristol Palin,16.0,0.1184905118245829,6,6,Percent,8,Rank,6
11,5,Florence Henderson,21.0,0.0565088795505884,8,8,Percent,6,Rank,8
11,5,Kyle Massey,20.0,0.1254272943785094,7,7,Percent,7,Rank,7
11,5,Jennifer Grey,25.0,0.1469167894637953,2,2,Percent,2,Rank,2
11,5,Rick Fox,24.0,0.1301460192312491,3,3,Percent,3,Rank,3
11,5,Kurt Warner,24.0,0.1246215733114141,4,4,Percent,3,Rank,4
11,5,Brandy,27.0,0.1486088609160523,1,1,Percent,1,Rank,1
11,5,Audrina Patridge,23.0,0.128079132819464,4,5,Percent,5,Rank,4
11,5,Bristol Palin,18.0,0.1396914503289311,6,6,Percent,8,Rank,6
11,6,Kyle Massey,29.9999,0.1446015611493792,5,5,Percent,4,Rank,5
11,6,Jennifer Grey,29.0,0.1604752046202606,2,2,Percent,5,Rank,2
11,6,Rick Fox,30.0,0.1487592905974171,3,3,Percent,3,Rank,3
11,6,Kurt Warner,21.9999,0.1587567842406427,5,6,Percent,7,Rank,5
11,6,Brandy,35.9999,0.1670524772872227,1,1,Percent,1,Rank,1
11,6,Audrina Patridge,31.9998,0.0630449039242808,4,7,Percent,2,Rank,4
11,6,Bristol Palin,27.9998,0.1573097781807969,5,4,Percent,6,Rank,5
11,7,Kyle Massey,33.5,0.1724292739004717,4,5,Percent,5,Rank,4
11,7,Jennifer Grey,36.5,0.1910382725392094,1,1,Percent,1,Rank,1
11,7,Rick Fox,34.5,0.0899631961920821,6,6,Percent,4,Rank,6
11,7,Kurt Warner,35.0,0.1717040407368689,3,4,Percent,3,Rank,3
11,7,Brandy,36.5,0.1897770604031688,2,2,Percent,1,Rank,2
11,7,Bristol Palin,32.5,0.1850881562282053,4,3,Percent,6,Rank,4
11,8,Kyle Massey,28.0,0.2040767013989958,3,3,Percent,3,Rank,3
11,8,Jennifer Grey,28.5,0.2318406755496278,1,1,Percent,1,Rank,1
11,8,Kurt Warner,24.0,0.1114403036005575,5,5,Percent,4,Rank,5
11,8,Brandy,28.5,0.2293298961666516,2,2,Percent,1,Rank,2
11,8,Bristol Palin,23.5,0.2233124232841715,4,4,Percent,5,Rank,4
11,9,Kyle Massey,29.0,0.2658888256227255,2,3,Percent,2,Rank,2
11,9,Jennifer Grey,30.0,0.2916966051017158,1,1,Percent,1,Rank,1
11,9,Brandy,28.5,0.1534761165537479,4,4,Percent,3,Rank,4
11,9,Bristol Palin,26.5,0.2889384527218099,3,2,Percent,4,Rank,3
11,10,Kyle Massey,27.3332,0.2999123402105087,2,3,Percent,2,Rank,2
11,10,Jennifer Grey,30.0,0.3694153239215116,1,1,Percent,1,Rank,1
11,10,Bristol Palin,25.666600000000003,0.3306723358679777,2,2,Percent,3,Rank,2
12,1,Ralph Macchio,24.0,0.100631266073483,1,2,Percent,1,Rank,1
12,1,Chelsea Kane,21.0,0.0951974194016247,5,5,Percent,3,Rank,5
12,1,Kirstie Alley,23.0,0.1071992177022749,1,1,Percent,2,Rank,1
12,1,Hines Ward,21.0,0.0952676097183132,4,4,Percent,3,Rank,4
12,1,Sugar Ray Leonard,17.0,0.0791007456108898,10,9,Percent,9,Rank,10
12,1,Chris Jericho,19.0,0.0825114678787787,6,7,Percent,5,Rank,6
12,1,Petra Nemcova,18.0,0.0801781683147598,8,8,Percent,7,Rank,8
12,1,Mike Catherwood,13.0,0.0688921022186538,11,11,Percent,11,Rank,11
12,1,Romeo,19.0,0.1221778850722708,3,3,Percent,5,Rank,3
12,1,Wendy Williams,14.0,0.0810274959507971,9,10,Percent,10,Rank,9
12,1,Kendra Wilkinson,18.0,0.0878166220581519,7,6,Percent,7,Rank,7
12,2,Ralph Macchio,21.0,0.0948669608572212,4,5,Percent,4,Rank,4
12,2,Chelsea Kane,18.0,0.0926774613230027,6,7,Percent,7,Rank,6
12,2,Kirstie Alley,20.0,0.1012926286160006,3,4,Percent,5,Rank,3
12,2,Hines Ward,23.0,0.0984562984620096,2,2,Percent,1,Rank,2
12,2,Sugar Ray Leonard,17.0,0.0866942255552499,10,10,Percent,9,Rank,10
12,2,Chris Jericho,23.0,0.0900084939885208,5,3,Percent,1,Rank,5
12,2,Petra Nemcova,18.0,0.0855374001537052,9,9,Percent,7,Rank,9
12,2,Mike Catherwood,17.0,0.0368933313704898,11,11,Percent,9,Rank,11
12,2,Romeo,23.0,0.1286406220664221,1,1,Percent,1,Rank,1
12,2,Wendy Williams,17.0,0.0928429039384351,8,8,Percent,9,Rank,8
12,2,Kendra Wilkinson,19.0,0.092089673668947,6,6,Percent,6,Rank,6
12,3,Ralph Macchio,21.0,0.1017063829756833,7,7,Percent,5,Rank,7
12,3,Chelsea Kane,23.0,0.1050743938915562,2,4,Percent,3,Rank,2
12,3,Kirstie Alley,21.0,0.109615658022613,2,6,Percent,5,Rank,2
12,3,Hines Ward,25.0,0.1079473263143386,1,1,Percent,1,Rank,1
12,3,Sugar Ray Leonard,20.0,0.0944573136683633,9,9,Percent,8,Rank,9
12,3,Chris Jericho,21.0,0.0943365372192141,8,8,Percent,5,Rank,8
12,3,Petra Nemcova,25.0,0.099100221402609,4,3,Percent,1,Rank,4
12,3,Romeo,20.0,0.1305396465811713,6,2,Percent,8,Rank,6
12,3,Wendy Williams,15.0,0.0536573149880477,10,10,Percent,10,Rank,10
12,3,Kendra Wilkinson,23.0,0.1035652049364066,4,5,Percent,3,Rank,4
12,4,Ralph Macchio,25.0,0.1166301156578474,4,4,Percent,2,Rank,4
12,4,Chelsea Kane,26.0,0.1186047639211696,1,2,Percent,1,Rank,1
12,4,Kirstie Alley,22.0,0.1218350469114476,5,5,Percent,7,Rank,5
12,4,Hines Ward,25.0,0.1172146664917491,3,3,Percent,2,Rank,3
12,4,Sugar Ray Leonard,21.0,0.0493621203065364,9,9,Percent,8,Rank,9
12,4,Chris Jericho,23.0,0.1067718671832494,6,6,Percent,4,Rank,6
12,4,Petra Nemcova,23.0,0.1067115124684403,7,7,Percent,4,Rank,7
12,4,Romeo,23.0,0.1462890655073327,2,1,Percent,4,Rank,2
12,4,Kendra Wilkinson,18.0,0.1165808415522315,8,8,Percent,9,Rank,8
12,5,Ralph Macchio,22.0,0.1283303537117497,6,6,Percent,6,Rank,6
12,5,Chelsea Kane,26.0,0.1308348385044852,3,3,Percent,2,Rank,3
12,5,Kirstie Alley,23.0,0.1362123647521911,4,5,Percent,5,Rank,4
12,5,Hines Ward,27.0,0.1321914079634428,2,2,Percent,1,Rank,2
12,5,Chris Jericho,26.0,0.1210914666083788,5,4,Percent,2,Rank,5
12,5,Petra Nemcova,22.0,0.0585590244516732,8,8,Percent,6,Rank,8
12,5,Romeo,26.0,0.1653026727884281,1,1,Percent,2,Rank,1
12,5,Kendra Wilkinson,22.0,0.1274778712196524,7,7,Percent,6,Rank,7
12,6,Ralph Macchio,24.0,0.144473279615124,5,6,Percent,6,Rank,5
12,6,Chelsea Kane,28.0,0.1487132515406684,2,2,Percent,1,Rank,2
12,6,Kirstie Alley,26.0,0.1551920935010477,3,3,Percent,4,Rank,3
12,6,Hines Ward,27.0,0.1471752163037823,4,4,Percent,3,Rank,4
12,6,Chris Jericho,22.0,0.0732179833649211,7,7,Percent,7,Rank,7
12,6,Romeo,28.0,0.187022167908609,1,1,Percent,1,Rank,1
12,6,Kendra Wilkinson,25.0,0.1442060077658473,5,5,Percent,5,Rank,5
12,7,Ralph Macchio,33.0,0.1732938499333717,2,3,Percent,1,Rank,2
12,7,Chelsea Kane,32.0,0.1740289037177392,2,4,Percent,3,Rank,2
12,7,Kirstie Alley,30.0,0.1821541693146789,5,5,Percent,5,Rank,5
12,7,Hines Ward,33.0,0.1737966812804372,1,2,Percent,1,Rank,1
12,7,Romeo,30.0,0.2062616914904708,2,1,Percent,5,Rank,2
12,7,Kendra Wilkinson,30.5,0.0904647042633011,6,6,Percent,4,Rank,6
12,8,Ralph Macchio,23.0,0.2244144508988454,4,4,Percent,5,Rank,4
12,8,Chelsea Kane,27.5,0.2147651680196536,2,2,Percent,1,Rank,2
12,8,Kirstie Alley,26.5,0.2245312807777519,1,1,Percent,3,Rank,1
12,8,Hines Ward,27.0,0.2148064125994091,2,3,Percent,2,Rank,2
12,8,Romeo,26.0,0.1214826877043404,5,5,Percent,4,Rank,5
12,9,Ralph Macchio,24.0,0.1622353227098869,4,4,Percent,4,Rank,4
12,9,Chelsea Kane,36.5,0.2851862194860626,1,1,Percent,1,Rank,1
12,9,Kirstie Alley,27.0,0.2822052718043101,2,3,Percent,3,Rank,2
12,9,Hines Ward,30.0,0.2703731859997411,2,2,Percent,2,Rank,2
12,10,Chelsea Kane,29.666600000000003,0.3292034375018413,2,2,Percent,1,Rank,2
12,10,Kirstie Alley,27.9999,0.3415456173208393,2,3,Percent,3,Rank,2
12,10,Hines Ward,29.666600000000003,0.3292509451773132,1,1,Percent,1,Rank,1
13,1,Elisabetta Canalis,15.0,0.0786625703122334,11,11,Percent,11,Rank,11
13,1,David Arquette,18.0,0.0826694476315557,8,8,Percent,6,Rank,8
13,1,Ricki Lake,20.0,0.0849361644464393,6,5,Percent,4,Rank,6
13,1,J.R. Martinez,22.0,0.0863895745392136,3,3,Percent,1,Rank,3
13,1,Metta World Peace (Ron),14.0,0.0353522183030866,12,12,Percent,12,Rank,12
13,1,Hope Solo,21.0,0.1012782498752696,1,1,Percent,3,Rank,1
13,1,Chynna Phillips,22.0,0.0881235833139893,1,2,Percent,1,Rank,1
13,1,Kristin Cavallari,19.0,0.0862529509084557,6,6,Percent,5,Rank,6
13,1,Carson Kressley,17.0,0.0783522229674064,9,9,Percent,7,Rank,9
13,1,Chaz Bono,17.0,0.0906607498206664,4,7,Percent,7,Rank,4
13,1,Nancy Grace,16.0,0.1046709204612243,4,4,Percent,9,Rank,4
13,1,Rob Kardashian,16.0,0.0826513474204586,9,10,Percent,9,Rank,9
13,2,Elisabetta Canalis,21.0,0.0325688779716787,10,11,Percent,4,Rank,10
13,2,David Arquette,18.0,0.0933976215128324,8,9,Percent,9,Rank,8
13,2,Ricki Lake,23.0,0.0929934134263996,3,2,Percent,1,Rank,3
13,2,J.R. Martinez,22.0,0.0905382623053189,6,4,Percent,2,Rank,6
13,2,Hope Solo,19.0,0.1036541024255466,4,5,Percent,8,Rank,4
13,2,Chynna Phillips,21.0,0.0915731852097723,6,7,Percent,4,Rank,6
13,2,Kristin Cavallari,22.0,0.0948595802113788,2,3,Percent,2,Rank,2
13,2,Carson Kressley,18.0,0.090968594763228,11,10,Percent,9,Rank,11
13,2,Chaz Bono,17.0,0.1009329206487372,8,8,Percent,11,Rank,8
13,2,Nancy Grace,21.0,0.1155840991815411,1,1,Percent,4,Rank,1
13,2,Rob Kardashian,21.0,0.0929293423435654,5,6,Percent,4,Rank,5
13,3,David Arquette,24.0,0.101620789625093,7,7,Percent,4,Rank,7
13,3,Ricki Lake,27.0,0.1030319585393754,1,1,Percent,1,Rank,1
13,3,J.R. Martinez,26.0,0.1004567812379787,5,5,Percent,2,Rank,5
13,3,Hope Solo,24.0,0.1140390107244588,2,2,Percent,4,Rank,2
13,3,Chynna Phillips,26.0,0.1021198737985323,3,3,Percent,2,Rank,3
13,3,Kristin Cavallari,24.0,0.0414054107808561,9,10,Percent,4,Rank,9
13,3,Carson Kressley,23.0,0.0988686052707923,10,8,Percent,8,Rank,10
13,3,Chaz Bono,18.0,0.1132366417308377,8,9,Percent,10,Rank,8
13,3,Nancy Grace,21.0,0.1226878357031092,5,4,Percent,9,Rank,5
13,3,Rob Kardashian,24.0,0.1025330925889698,4,6,Percent,4,Rank,4
13,4,David Arquette,23.0,0.1119552214807084,7,6,Percent,5,Rank,7
13,4,Ricki Lake,29.0,0.1190900486523941,1,1,Percent,1,Rank,1
13,4,J.R. Martinez,26.0,0.1119620614546629,4,4,Percent,2,Rank,4
13,4,Hope Solo,24.0,0.1266410029997298,1,2,Percent,3,Rank,1
13,4,Chynna Phillips,21.0,0.0507135324845002,8,9,Percent,6,Rank,8
13,4,Carson Kressley,20.0,0.1094187638788519,9,8,Percent,9,Rank,9
13,4,Chaz Bono,21.0,0.1203653823870935,6,7,Percent,6,Rank,6
13,4,Nancy Grace,21.0,0.136198163857833,3,3,Percent,6,Rank,3
13,4,Rob Kardashian,24.0,0.1136558228042242,4,5,Percent,3,Rank,4
13,5,David Arquette,25.0,0.1260554234661005,5,5,Percent,2,Rank,5
13,5,Ricki Lake,24.0,0.1247504360491858,7,6,Percent,4,Rank,7
13,5,J.R. Martinez,28.0,0.1288772918008542,1,1,Percent,1,Rank,1
13,5,Hope Solo,24.0,0.1422514273413728,2,2,Percent,4,Rank,2
13,5,Carson Kressley,19.0,0.0635383171433432,8,8,Percent,8,Rank,8
13,5,Chaz Bono,21.0,0.1338021988358256,6,7,Percent,7,Rank,6
13,5,Nancy Grace,22.0,0.152764880468722,3,3,Percent,6,Rank,3
13,5,Rob Kardashian,25.0,0.127960024894595,3,4,Percent,2,Rank,3
13,6,David Arquette,23.0,0.1423546737022352,5,4,Percent,4,Rank,5
13,6,Ricki Lake,29.0,0.1502781468380067,1,1,Percent,1,Rank,1
13,6,J.R. Martinez,29.0,0.1477711033360188,3,2,Percent,1,Rank,3
13,6,Hope Solo,20.0,0.1590207097160982,4,5,Percent,6,Rank,4
13,6,Chaz Bono,19.0,0.0797108945194396,7,7,Percent,7,Rank,7
13,6,Nancy Grace,24.0,0.1768619090752888,1,3,Percent,3,Rank,1
13,6,Rob Kardashian,22.0,0.1440025628129114,5,6,Percent,5,Rank,5
13,7,David Arquette,23.5,0.0851683937990134,6,6,Percent,5,Rank,6
13,7,Ricki Lake,26.5,0.1723957688188278,1,3,Percent,1,Rank,1
13,7,J.R. Martinez,24.0,0.1701371535297407,5,5,Percent,4,Rank,5
13,7,Hope Solo,25.0,0.1915568854093569,1,1,Percent,3,Rank,1
13,7,Nancy Grace,22.0,0.2061803356947165,4,2,Percent,6,Rank,4
13,7,Rob Kardashian,25.5,0.1745614627483437,1,4,Percent,2,Rank,1
13,8,Ricki Lake,26.0,0.2112035508448048,2,3,Percent,2,Rank,2
13,8,J.R. Martinez,30.0,0.2088402461041441,2,1,Percent,1,Rank,2
13,8,Hope Solo,26.0,0.2330520994745792,1,2,Percent,2,Rank,1
13,8,Nancy Grace,22.0,0.1327524757391982,5,5,Percent,5,Rank,5
13,8,Rob Kardashian,25.5,0.2141516278372802,4,4,Percent,4,Rank,4
13,9,Ricki Lake,33.4999,0.2768979104077646,1,1,Percent,1,Rank,1
13,9,J.R. Martinez,28.0,0.2713725697446392,3,3,Percent,3,Rank,3
13,9,Hope Solo,24.4998,0.1733607212551423,4,4,Percent,4,Rank,4
13,9,Rob Kardashian,32.4998,0.2783687985924505,1,2,Percent,2,Rank,1
13,10,Ricki Lake,27.9999,0.3320457089335737,2,2,Percent,3,Rank,2
13,10,J.R. Martinez,28.1665,0.3273369009714142,2,3,Percent,2,Rank,2
13,10,Rob Kardashian,28.3332,0.3406173900950061,1,1,Percent,1,Rank,1
14,1,William Levy,24.0,0.1008627614131051,2,1,Percent,3,Rank,2
14,1,Jack Wagner,23.0,0.080698730882168,5,5,Percent,4,Rank,5
14,1,Sherri Sheperd,23.0,0.0760564662097102,8,8,Percent,4,Rank,8
14,1,Jaleel White,26.0,0.0880000394205657,2,3,Percent,1,Rank,2
14,1,Roshon Fegan,23.0,0.0793331682342326,6,6,Percent,4,Rank,6
14,1,Melissa Gilbert,20.0,0.0832235250482667,9,9,Percent,10,Rank,9
14,1,Martina Navratilova,20.0,0.0735427013905067,12,12,Percent,10,Rank,12
14,1,Donald Driver,21.0,0.0776019821637983,10,10,Percent,8,Rank,10
14,1,Gavin DeGraw,20.0,0.080485600569567,10,11,Percent,10,Rank,10
14,1,Gladys Knight,23.0,0.0860102251494772,4,4,Percent,4,Rank,4
14,1,Katherine Jenkins,26.0,0.0892051316477026,1,2,Percent,1,Rank,1
14,1,Maria Menounos,21.0,0.0849796678709005,6,7,Percent,8,Rank,6
14,2,William Levy,25.0,0.1037921667547744,1,1,Percent,3,Rank,1
14,2,Jack Wagner,21.0,0.0813826875950277,10,10,Percent,8,Rank,10
14,2,Sherri Sheperd,23.0,0.0787850237975671,9,7,Percent,6,Rank,9
14,2,Jaleel White,22.0,0.0838023845861656,8,6,Percent,7,Rank,8
14,2,Roshon Fegan,26.0,0.0862485601998786,4,4,Percent,1,Rank,4
14,2,Melissa Gilbert,20.0,0.0877232695847038,6,9,Percent,10,Rank,6
14,2,Martina Navratilova,17.0,0.0390106604485011,12,12,Percent,12,Rank,12
14,2,Donald Driver,24.0,0.0847129478194536,5,5,Percent,5,Rank,5
14,2,Gavin DeGraw,21.0,0.0857394703041652,6,8,Percent,8,Rank,6
14,2,Gladys Knight,19.0,0.0850356637323567,10,11,Percent,11,Rank,10
14,2,Katherine Jenkins,26.0,0.0903298064627087,1,2,Percent,1,Rank,1
14,2,Maria Menounos,25.0,0.0934373587146979,3,3,Percent,3,Rank,3
14,3,William Levy,28.0,0.1112096447614559,1,1,Percent,2,Rank,1
14,3,Jack Wagner,24.0,0.0391306916511886,11,11,Percent,7,Rank,11
14,3,Sherri Sheperd,24.0,0.0877787592042129,10,10,Percent,7,Rank,10
14,3,Jaleel White,25.0,0.0931084743271307,5,6,Percent,5,Rank,5
14,3,Roshon Fegan,25.0,0.0907463285700152,9,9,Percent,5,Rank,9
14,3,Melissa Gilbert,24.0,0.0974942335122878,4,5,Percent,7,Rank,4
14,3,Donald Driver,26.0,0.0923058476950424,5,4,Percent,4,Rank,5
14,3,Gavin DeGraw,24.0,0.0951239269605246,8,8,Percent,7,Rank,8
14,3,Gladys Knight,24.0,0.0956695339232929,5,7,Percent,7,Rank,5
14,3,Katherine Jenkins,29.0,0.0978325617347813,2,2,Percent,1,Rank,2
14,3,Maria Menounos,27.0,0.0995999976600716,3,3,Percent,3,Rank,3
14,4,William Levy,22.0,0.1175769850293855,3,4,Percent,6,Rank,3
14,4,Sherri Sheperd,21.0,0.0439503373898506,10,10,Percent,9,Rank,10
14,4,Jaleel White,22.0,0.1013916261916458,8,8,Percent,6,Rank,8
14,4,Roshon Fegan,26.0,0.1013341059845764,6,3,Percent,2,Rank,6
14,4,Melissa Gilbert,22.0,0.1070166547766207,4,7,Percent,6,Rank,4
14,4,Donald Driver,27.0,0.1046229235004661,2,2,Percent,1,Rank,2
14,4,Gavin DeGraw,23.0,0.1047833187751743,4,6,Percent,5,Rank,4
14,4,Gladys Knight,20.0,0.104511143757837,9,9,Percent,10,Rank,9
14,4,Katherine Jenkins,24.0,0.1035872613389851,6,5,Percent,4,Rank,6
14,4,Maria Menounos,26.0,0.1112256432554553,1,1,Percent,2,Rank,1
14,5,William Levy,29.0,0.1378282707428136,1,1,Percent,1,Rank,1
14,5,Jaleel White,24.0,0.1110217673380413,7,6,Percent,6,Rank,7
14,5,Roshon Fegan,26.0,0.1095170697037668,7,5,Percent,5,Rank,7
14,5,Melissa Gilbert,21.0,0.1158380785865163,5,8,Percent,8,Rank,5
14,5,Donald Driver,27.0,0.1126261335103462,4,4,Percent,3,Rank,4
14,5,Gavin DeGraw,19.0,0.058766063328403,9,9,Percent,9,Rank,9
14,5,Gladys Knight,22.0,0.1137532516508042,5,7,Percent,7,Rank,5
14,5,Katherine Jenkins,29.0,0.1192691232360095,2,2,Percent,1,Rank,2
14,5,Maria Menounos,27.0,0.1213802419033007,3,3,Percent,3,Rank,3
14,6,William Levy,36.0,0.1507575742324493,2,1,Percent,3,Rank,2
14,6,Jaleel White,36.9998,0.1335842989272338,3,3,Percent,2,Rank,3
14,6,Roshon Fegan,27.9998,0.1203598865185478,7,7,Percent,7,Rank,7
14,6,Melissa Gilbert,30.0,0.1298173218215821,4,5,Percent,5,Rank,4
14,6,Donald Driver,33.9999,0.1261894340312339,5,4,Percent,4,Rank,5
14,6,Gladys Knight,24.0,0.0709959747653449,8,8,Percent,8,Rank,8
14,6,Katherine Jenkins,38.9999,0.1386854176926523,1,2,Percent,1,Rank,1
14,6,Maria Menounos,29.9999,0.1296100920109545,6,6,Percent,6,Rank,6
14,7,William Levy,26.5,0.1702711340864401,2,1,Percent,3,Rank,2
14,7,Jaleel White,25.5,0.0704716056708794,7,7,Percent,6,Rank,7
14,7,Roshon Fegan,26.0,0.1461073439062389,6,5,Percent,5,Rank,6
14,7,Melissa Gilbert,23.5,0.156859178933693,5,6,Percent,7,Rank,5
14,7,Donald Driver,26.5,0.1474197924292502,4,4,Percent,3,Rank,4
14,7,Katherine Jenkins,27.0,0.1508519836893767,3,3,Percent,2,Rank,3
14,7,Maria Menounos,28.5,0.1580189612841214,1,2,Percent,1,Rank,1
14,8,William Levy,28.5,0.1987202634680373,1,1,Percent,1,Rank,1
14,8,Roshon Fegan,28.0,0.0818184378796263,3,6,Percent,2,Rank,3
14,8,Melissa Gilbert,25.5,0.1843653607233094,3,5,Percent,6,Rank,3
14,8,Donald Driver,27.5,0.1738618691604219,3,4,Percent,3,Rank,3
14,8,Katherine Jenkins,27.5,0.1773935248544307,2,3,Percent,3,Rank,2
14,8,Maria Menounos,26.5,0.1838405439141661,3,2,Percent,5,Rank,3
14,9,William Levy,29.0,0.3017673303255818,1,1,Percent,2,Rank,1
14,9,Donald Driver,28.5,0.2718955008855952,3,3,Percent,3,Rank,3
14,9,Katherine Jenkins,28.0,0.2782919870232783,3,2,Percent,4,Rank,3
14,9,Maria Menounos,29.5,0.1480451817655377,2,4,Percent,1,Rank,2
14,10,William Levy,29.666600000000003,0.3693941958637302,1,1,Percent,2,Rank,1
14,10,Donald Driver,29.666600000000003,0.3093911683245119,3,3,Percent,2,Rank,3
14,10,Katherine Jenkins,30.0,0.3212146358117509,1,2,Percent,1,Rank,1
